Code	Indication	Categories	Regimen	URL
00311b	Treatment of patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate.	oral-anti-cancer-medicines, lung	topotecan monotherapy - 5 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/311-topotecan-monotherapy-5-day.pdf
00587a	"Treatment of adult patients with relapsed small cell lung cancer(SCLC) for whom re-treatment with the first –line regimen is notconsidered appropriate.
Treatment of adult patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first –line regimen is not considered appropriate."	oral-anti-cancer-medicines, lung	topotecan oral	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/587-topotecan-oral-monotherapy.pdf
00259b	Non small cell lung cancer (NSLC).	oral-anti-cancer-medicines, lung	oral vinorelbine monotherapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/259.pdf
00232b	Non small cell lung cancer (NSLC).	oral-anti-cancer-medicines, lung	intravenous vinorelbine therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/232-intravenous-vinorelbine-therapy-21-days.pdf
00343a	Adjuvant treatment of patients with completely resected stage IB, ll or lllA non small cell lung cancer (NSLC).	oral-anti-cancer-medicines, lung	vinorelbine and cisplatin therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/343-vinorelbine-and-cisplatin-therapy-28-days.pdf
00343b	Treatment of locally advanced recurrent or metastatic NSCLC.	oral-anti-cancer-medicines, lung	vinorelbine and cisplatin therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/343-vinorelbine-and-cisplatin-therapy-28-days.pdf
00339a	Adjuvant treatment of patients with completely resected stage IB, ll or lllA non small cell lung cancer (NSLC).	oral-anti-cancer-medicines, lung	vinorelbine 30 (day 1, 8, 15) and cisplatin 80 (day 1) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/339-vinorelbine-30-day-1-8-15-and-cisplatin-80-day-1-therapy-21-day.pdf
00339b	Treatment of locally advanced recurrent or metastatic NSCLC.	oral-anti-cancer-medicines, lung	vinorelbine 30 (day 1, 8, 15) and cisplatin 80 (day 1) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/339-vinorelbine-30-day-1-8-15-and-cisplatin-80-day-1-therapy-21-day.pdf
00290a	Hodgkin’s Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	abvd	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/290-abvd-therapy.pdf
00234a	Following autologous stem cell transplant (ASCT).or.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/234-brentuximab-vedotin-monotherapy-regimen.pdf
00234b	Following at least two prior therapies when ASCT or multi-agent chemotherapy is not a treatment option.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/234-brentuximab-vedotin-monotherapy-regimen.pdf
00234c	Treatment of adult patients with relapsed or refractory systemic anaplastic large cell lymphoma (sALCL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/234-brentuximab-vedotin-monotherapy-regimen.pdf
00234d	Treatment of adult patients with CD30+ cutaneous T-cell lymphoma (CTCL) after at least 1 prior systemic therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/234-brentuximab-vedotin-monotherapy-regimen.pdf
00234e	Treatment of adult patients with CD30+ Hodgkins Lymphoma (HL) at increased risk of relapse or progression following an autologous haematopoietic stem cell transplant (ASCT).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/234-brentuximab-vedotin-monotherapy-regimen.pdf
00529a	Treatment of adult patients with relapsed or refractory CD30+ Hodgkinlymphoma (HL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin and bendamustine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/529-brentuximab-vedotin-and-bendamustine-therapy.pdf
00530a	Treatment of adult patients with relapsed/refractory CD30+ Hodgkin’s lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin and eshap therapy(breshap)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/530.pdf
00801a	Brentuximab vedotin in combination with cyclophosphamide, DOXOrubicin and prednisoLONE (CHP) for use in adult patients with previously untreated systemic anaplastic large cell lymphoma (sALCL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin and cyclophosphamide, doxorubicin and prednisolone (chp)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/801-brentuximab-vedotin-and-cyclophosphamide-doxorubicin-and-prednisolone-chp-therapy.pdf
00528	Treatment of adult patients with relapsed or refractory CD30+ Hodgkin lymphoma (HL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	brentuximab vedotin and ice	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/528.pdf
00411a	Treatment of patients with low grade lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	chlorambucil 10mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/leukemia-bmt/411-chlorambucil-10mg-m2-therapy.pdf
00396a	Treatment of T-cell Non-Hodgkins Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	choep therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/396.pdf
00438a	Mobilisation of peripheral blood stem cells for future stem cell rescue following high dose chemotherapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	cyclophosphamide 2000mg/m2 for stem cell mobilisation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/438-cyclophosphamide-2000mg-m2-for-stem-cell-mobilisation.pdf
00795a	Mobilisation of peripheral blood stem cells for future stem cell rescue following high dose chemotherapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	cyclophosphamide 1500mg/m2 for stem cell mobilisation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/myeloma/795-cyclophosphamide-for-stem-cell-mobilisation.pdf
00532a	"Treatment of symptomatic treatment naive or relapsed/refractory Waldenstrom’s macroglobulinaemia.
Treatment of Symptomatic treatment naive or relapsed/refractoryWaldenstrom’s macroglobulinaemia."	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	dexamethasone, rituximab and cyclophosphamide (drc)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/532-dexamethasone-rituximab-and-cyclophosphamide-therapy.pdf
00355a	Treatment of patients with CD20 positive diffuse large B-cell Non Hodgkins lymphoma (NHL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	dose adjusted r-epoch	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/355-dose-adjusted-r-epoch-therapy.pdf
00354a	Treatment of patients with high risk, advanced stage Hodgkin Lymphoma (IPS ≥ 3).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	escalated dose beacopp 21 day	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/354-escalated-dose-beacopp-21-day-therapy.pdf
00354b	Escalation of treatment of patients with Hodgkin Lymphoma after failure to reach complete metabolic response post 2 cycles of ABVD.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	escalated dose beacopp 21 day	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/354-escalated-dose-beacopp-21-day-therapy.pdf
00297a	As a single agent for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	ibrutinib therapy (mantle cell lymphoma)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/leukemia-bmt/297.pdf
00291a	Monotherapy for the treatment of adult patients with follicular lymphoma (FL) that is refractory to two prior lines of treatment.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	idelalisib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/291.pdf
00508a	Treatment of primary CNS lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	high dose methotrexate, high dose cytarabine, rituximab and thiotepa (matrix)therapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/508-high-dose-methotrexate-high-dose-cytarabine-rituximab-and-thiotepa-matrix-therapy.pdf
00508b	Treatment of CNS relapse of a high grade systemic lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	high dose methotrexate, high dose cytarabine, rituximab and thiotepa (matrix)therapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/508-high-dose-methotrexate-high-dose-cytarabine-rituximab-and-thiotepa-matrix-therapy.pdf
00483c	As monotherapy is indicated for the treatment of adult patients with relapsed or refractory classical Hodgkin lymphoma (cHL) after autologous stem cell transplant (ASCT) and treatment with brentuximab vedotin.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	nivolumab 240mg monotherapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/483-nivolumab-240mg-monotherapy.pdf
00484d	As monotherapy is indicated for the treatment of adult patients with relapsed or refractory classical Hodgkin lymphoma (cHL) after autologous stem cell transplant (ASCT) and treatment with brentuximab vedotin.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	nivolumab 480mg - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/484-nivolumab-monotherapy-480mg-28-days.pdf
00393a	Mantle Cell Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	nordic therapy protocol	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/393-nordic-therapy-regimen.pdf
00425a	Obinutuzumab maintenance therapy is indicated in patients with follicular lymphoma (FL) who have responded to induction treatment with obinutuzumab and chemotherapy (CHOP, CVP or bendamustine) or have stable disease.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	obinutuzumab maintenance therapy - 56 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/425%20obinutuzumab-maintenance-therapy-following-o-bendamustine-therapy1.pdf
00424a	Obinutuzumab in combination with bendamustine is indicated for the treatment of patients with follicular lymphoma (FL) who did not respond or who progressed during or up to 6 months after treatment with rituximab or a rituximab-containing regimen.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	obinutuzumab and bendamustine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/424-obinutuzumab-and-bendamustine-therapy.pdf
00424b	Obinutuzumab in combination with bendamustine is indicated for the treatment of patients with previously untreated advanced follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	obinutuzumab and bendamustine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/424-obinutuzumab-and-bendamustine-therapy.pdf
00550a	Obinutuzumab in combination with CVP chemotherapy is indicated for the treatment of patients with previously untreated advanced follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	obinutuzumab cyclophosphamide vincristine and prednisolone (o- cvp) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/550-obinutuzumab-cyclophosphamide-vincristine-and-prednisolone-o-cvp-therapy%E2%80%93-21-days.pdf
00549a	Obinutuzumab in combination with CHOP chemotherapy is indicated for the treatment of patients with previously untreated advanced follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	obinutuzumab and chop therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/549-obinutuzumab-and-chop-therapy-%E2%80%93-21-day.pdf
00455i	As monotherapy for the treatment of adult patients with relapsed or refractory (R/R) classical Hodgkin lymphoma (cHL) who have failed autologous stem cell transplant (ASCT) or following at least two prior therapies when ASCT is not a treatment option.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	pembrolizumab 200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/pembrolizumab%20200mg%20monotherapy%20455.pdf
00558i	As monotherapy for the treatment of adult patients with relapsed or refractory (R/R) classical Hodgkin lymphoma (cHL) who have failed autologous stem cell transplant (ASCT) or following at least two prior therapies when ASCT is not a treatment option.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	pembrolizumab 400mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/melanoma/pembrolizumab-400mg-monotherapy-558.pdf
00255a	Monotherapy for the treatment of adult patients with multiply relapsed or refractory aggressive Non-Hodgkin B-cell Lymphomas (NHL).The benefit of pixantrone treatment has not been established in patients when used as fifth line or greater chemotherapy in patients who are refractory to last therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	pixantrone	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/255-nccp-pixantrone-ver2final-.pdf
00536a	Is indicated in combination with granulocyte-colony stimulating factor (G-CSF) to enhance mobilisation of haematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in adult patients with lymphoma and multiple myeloma whose cells mobilise poorly.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	plerixafor and g-csf	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/536-plerixafor-and-g-csf-therapy.pdf
00685a	Polatuzumab Vedotin in combination with bendamustine and riTUXimab for the treatment of adult patients with relapsed/refractory diffuse large B-cell lymphoma (DLBCL) who are not candidates for haematopoietic stem cell transplant.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	polatuzumab vedotin, bendamustine and rituximab	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/685-polatuzumab-vedotin-therapy.pdf
00664a	Treatment of newly diagnosed primary CNS lymphoma (PCNSL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab, methotrexate, procarbazine and vincristine (r-mpv) - 14 days induction	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/664-rituximab-methotrexate-procarbazine-and-vincristine-r-mpv-14-days-induction-therapy.pdf
00666a	Consolidation chemotherapy for the treatment of patients with newly diagnosed primary CNS lymphoma (PCNSL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	high dose cytarabine consolidation therapy (post rmpv) - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/666-high-dose-cytarabine-consolidation-therapy-post-rmpv-28-day-therapy.pdf
00540a	Maintenance therapy for the treatment of relapsed/refractory follicular CD20positive, B-cell Non Hodgkin Lymphoma (NHL) in patients who haveresponded to induction therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 maintenance therapy - 84 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/rituximab-375-mg-m2-maintenance-therapy-84-day.pdf
00541a	First line treatment of follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/541-rituximab-375-mg-m2-therapy-7-day.pdf
00541b	As monotherapy for induction treatment for adult patients with stageIII-IV follicular lymphoma who are chemoresistant or are in their secondor subsequent relapse after chemotherapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/541-rituximab-375-mg-m2-therapy-7-day.pdf
00541c	As monotherapy for retreatment of patients who have responded toprevious treatment with riTUXimab monotherapy forrelapsed/refractory follicular lymphoma,.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/541-rituximab-375-mg-m2-therapy-7-day.pdf
00542a	In combination with chemotherapy for induction treatment ofpreviously untreated or relapsed/ refractory CD 20 positive patientswith follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 combination therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/542-rituximab-375-mg-m2-combination-therapy-21-day.pdf
00543a	Maintenance therapy for the treatment of previously untreated follicularCD20 positive, B-cell Non Hodgkin Lymphoma patients responding toinduction therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab 375 mg/m2 maintenance therapy - 56 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/543-rituximab-375-mg-m2-maintenance-therapy-56-day.pdf
00599a	Maintenance therapy for the treatment of relapsed/refractory follicular CD20 positive, B-cell Non Hodgkin Lymphoma (NHL) in patients who have responded to induction therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab (s/c 1400mg) maintenance therapy - 84 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/599.pdf
00600a	Maintenance therapy for the treatment of previously untreated follicular CD20 positive, B-cell Non Hodgkin Lymphoma patients responding to induction therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab (s/c 1400mg) maintenance therapy - 56 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/600.pdf
00345a	Treatment of patients with previously untreated indolent CD20-positive, stage III-IV non-hodgkin lymphoma (NHL).	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab and bendamustine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/345.pdf
00345b	Treatment of patients with previously untreated CD20-positive, stage III-IV mantle cell lymphoma (MCL), ineligible for autologous stem cell transplant.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab and bendamustine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/345.pdf
00510a	"Treatment of Non Hodgkin CD20 positive Lymphoma for patients not suitable for anthracycline therapy.
Treatment of Non Hodgkin CD20 positive Lymphoma for patients not."	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab, cyclophosphamide, etoposide, vincristine prednisolone (r-ceop) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/510-r-ceop-therapy.pdf
00409a	Treatment of Non Hodgkins Lymphoma (NHL)*.*Rituximab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(*rituximab) cyclophosphamide, doxorubicin, vincristine and prednisolone (*r)-chop therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/409.pdf
00307a	Treatment of Non Hodgkins Lymphoma (NHL).*.*Rituximab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(*rituximab) cyclophosphamide, doxorubicin, vincristine and prednisolone (*r)-chop) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/307.pdf
00436a	Treatment of Non Hodgkin Lymphoma in patients aged greater than 80 or with significant co-morbidities.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)- minichop therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/436-r-minichop-therapy-%E2%80%93-21-days.pdf
00398a	Treatment of Burkitt Lymphoma in patients less than or equal to 65 years.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	r-codox-m therapy patients less than or equal to 65 years	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/398-r-codox-m-therapy-patients-less-than-or-equal-to-65-years-.pdf
00403a	Treatment of Burkitt Lymphoma in patients aged greater than 65 years.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	r-codox-m therapy patients greater than 65 years	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/403-r-codox-m-therapy-patients-greater-than-65-years-.pdf
00395a	Treatment of relapsed Non Hodgkin Lymphoma**.**Rituximab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-dhap	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/395-r-dhap-therapy.pdf
00395b	Treatment of relapsed Hodgkins Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-dhap	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/395-r-dhap-therapy.pdf
00394a	Treatment of relapsed Non Hodgkin Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-eshap	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/394-r-eshap-therapy.pdf
00394b	Treatment of relapsed Hodgkins Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-eshap	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/394-r-eshap-therapy.pdf
00441a	Treatment of relapsed Non Hodgkin Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab** gemcitabine and cisplatin ((r**)-gdp)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/441-rituximab-gemcitabine-dexamethasone-and-cisplatin-r-gdp-therapy.pdf
00441b	Treatment of relapsed Hodgkin’s Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab** gemcitabine and cisplatin ((r**)-gdp)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/441-rituximab-gemcitabine-dexamethasone-and-cisplatin-r-gdp-therapy.pdf
00506a	Relapsed or refractory CD20 positive diffuse large B cell lymphoma in patients ineligible for stem cell transplant.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	r-gemcitabine (1000mg/m2) oxaliplatin therapy[i] - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/506.pdf
00466a	Treatment of adult patients with mantle cell lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab-hyper cvad therapy (mcl)-part a	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/466-rituximab-hyper-cvad-therapy-mcl-part-a.pdf
00467a	Treatment of adult patients with mantle cell lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	rituximab-methotrexate and cytarabine therapy (mcl)-hyper cvad part b	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/467-rituximab-methotrexate-and-cytarabine-therapy.pdf
00397a	Treatment of relapsed/refractory Non Hodgkin’s Lymphoma**.**Rituximab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-ice ((rituximab), ifosfamide, carboplatin and etoposide)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/397.pdf
00397b	Treatment of relapsed/refractory Hodgkin’s Lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(r**)-ice ((rituximab), ifosfamide, carboplatin and etoposide)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/397.pdf
00399a	Treatment of patients with extensive stage  Burkitt Lymphoma aged less than or equal to 65 years.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	r-ivac therapy patients less than or equal to 65 years	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/399-r-ivac-therapy-patients-less-than-or-equal-to-65-years-.pdf
00404a	Treatment of patients with extensive Burkitt Lymphoma aged greater than  65 years.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	r-ivac	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/404-r-ivac-therapy-patients-greater-than-65-years-.pdf
00293a	First line treatment for patients with stage 3/4 follicular lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(*rituximab) cyclophosphamide and prednisolone (r*)-cvp ) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/293.pdf
00293b	Treatment of patients with relapsed/refractory low grade B cell Non Hodgkin’s lymphoma (NHL)*.*Rituximab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(*rituximab) cyclophosphamide and prednisolone (r*)-cvp ) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/293.pdf
00737a	Treatment of high-grade non-Hodgkin Lymphoma in patients who are unsuitable for R-CHOP due to impaired cardiac function or other comorbidities*.*riTUXimab to be included in CD20 positive patients.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	(*rituximab)-gemcitabine cyclophosphamide vincristine and prednisolone (*r)-gcvp) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/737-rituximab-gemcitabine-cyclophosphamide-vincristine-and-prednisolone-r-gcvp-therapy21-days.pdf
00277a	Treatment of adult patients with Multicentric Castleman’s disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpes virus 8 (HHV-8) negative.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	siltuximab	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/277-siltuximab.pdf
00407a	Newly diagnosed stage II- IV or relapsed/refractory extranodal natural killer/T-cell lymphoma.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	smile therapy (nk or t cell lymphoma)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/407-smile-therapy-nk-or-t-cell-lymphoma-.pdf
00708	As monotherapy for the treatment of adult patients with Waldenström’s macroglobulinaemia (WM), who have received at least one prior therapy oras first line treatment for patients unsuitable for chemo-immunotherapy.	oral-anti-cancer-medicines, lymphoma-myeloma, myeloma	zanubrutinib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/708-zanubrutinib-therapy.pdf
00270a	Treatment of adult patients with progressive multiple myeloma who have received at least one prior therapy.	oral-anti-cancer-medicines, transplant, myeloma	bortezomib and dexamethasone	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/myeloma/270.pdf
